"presence","x","y","cells","bio1","bio12","bio15","ntl","pop_dens","dist_karst","perc_water_bodies","perc_evgrn_ndlf_forests","perc_evgrn_brdlf_forests","perc_decid_brdlf_forests","perc_mxd_forests"
0,103.225,4.225,71684,26.2952270507812,3004.7734375,59.016185760498,0.436007052659988,13.1620082855225,0.626498222351074,0,0,55,0,0
0,101.575,4.175,71838,22.2527904510498,2908.474609375,28.1906719207764,0.307801812887192,9.84449577331543,0.254950970411301,0,0,93,0,0
0,101.925,4.175,71845,26.078784942627,2493.7041015625,26.0927486419678,0.504708290100098,29.5919017791748,0.100000001490116,0,0,23,0,0
0,102.025,4.175,71847,26.1919250488281,2432.77612304688,26.1039810180664,2.54748797416687,89.4706192016602,0,0,0,7,0,0
0,102.125,4.175,71849,26.02121925354,2352.92846679688,26.9743747711182,0.559335827827454,53.0584869384766,0.0500000007450581,0,0,34,0,0
0,102.225,4.175,71851,25.9778861999512,2286.62377929688,27.8128681182861,0.282175362110138,10.6114959716797,0.0500000007450581,0,0,81,0,0
0,102.625,4.175,71859,24.7234516143799,2580.14282226562,31.9939422607422,0.267269641160965,1.2928181886673,0.200000002980232,0,0,100,0,0
0,102.875,4.175,71864,24.4723510742188,2851.03564453125,39.6427955627441,0.272847265005112,1.29852211475372,0.320156216621399,0,0,100,0,0
0,100.725,4.125,72008,26.9427814483643,1923.96301269531,32.1748199462891,2.28176593780518,172.971740722656,0.800000011920929,51,0,0,0,0
0,101.175,4.125,72017,27.1622257232666,2957.82153320312,25.9772262573242,1.17136871814728,91.3461685180664,0.649999976158142,0,0,58,0,0
0,101.325,4.125,72020,26.4388980865479,3147.96435546875,25.8129978179932,1.72560656070709,101.706909179688,0.5,0,0,45,0,0
0,101.625,4.125,72026,23.0079174041748,2861,27.5545654296875,0.299260884523392,10.1538934707642,0.200000002980232,0,0,97,0,0
0,102.875,4.125,72051,24.4939594268799,2837,38.9706649780273,0.261404722929001,1.94649863243103,0.282842725515366,0,0,100,0,0
0,103.025,4.125,72054,25.7736053466797,3022,43.6161460876465,0.279821991920471,12.3427257537842,0.403112888336182,0,0,100,0,0
0,103.175,4.125,72057,26.2826480865479,3048.71435546875,53.0637969970703,0.611050248146057,14.6195802688599,0.538516461849213,0,0,26,0,0
0,101.475,4.075,72210,22.3579998016357,2900.423828125,28.0452136993408,0.295596331357956,44.7038421630859,0.349999994039536,0,0,100,0,0
0,101.975,4.075,72220,26.1756534576416,2416.119140625,26.2168979644775,0.630607783794403,72.2967071533203,0.0500000007450581,0,0,3,0,0
0,102.075,4.075,72222,25.896951675415,2357.58666992188,26.6157703399658,0.314575165510178,54.9845924377441,0.0500000007450581,0,0,60,0,0
0,102.175,4.075,72224,25.7877101898193,2327.55102539062,27.1176109313965,0.334015071392059,13.4675598144531,0.0500000007450581,0,0,57,0,0
0,102.625,4.075,72233,24.9365882873535,2535.35717773438,31.1665592193604,0.27759513258934,20.3984031677246,0.100000001490116,0,0,88,0,0
0,102.775,4.075,72236,24.9404945373535,2709.7666015625,34.5067291259766,0.274727314710617,0.573455989360809,0.180277571082115,0,0,99,0,0
0,102.825,4.075,72237,24.8709411621094,2775.99487304688,36.1770858764648,0.274326115846634,0.573455989360809,0.212132036685944,0,0,100,0,0
0,102.875,4.075,72238,24.5480823516846,2825.21435546875,38.0832633972168,0.274093329906464,0.902813673019409,0.25,0,0,100,0,0
0,103.025,4.075,72241,25.871753692627,3049.09057617188,42.3179512023926,0.290013581514359,9.68207168579102,0.380788654088974,3,0,88,0,0
0,101.125,4.025,72390,27.3405170440674,2721.7333984375,27.1263694763184,1.14037883281708,167.589569091797,0.699999988079071,0,0,37,0,0
0,101.175,4.025,72391,27.2934818267822,2862.97607421875,26.5383033752441,1.50486755371094,119.478965759277,0.649999976158142,0,0,9,0,0
0,101.525,4.025,72398,22.309118270874,2862.88452148438,28.4204559326172,0.293916016817093,40.7190170288086,0.300000011920929,0,0,100,0,0
0,101.725,4.025,72402,25.6271572113037,2670.76000976562,26.5771656036377,0.429988890886307,22.6273880004883,0.100000001490116,0,0,47,0,0
0,102.975,4.025,72427,25.2522411346436,3012.19116210938,39.4565086364746,0.262358546257019,9.41609668731689,0.31622776389122,0,0,98,0,0
0,103.175,4.025,72431,26.1143741607666,3079.48559570312,50.4721145629883,0.56534069776535,107.405181884766,0.509901940822601,0,0,67,0,0
0,103.325,4.025,72434,26.3786869049072,3028.0810546875,61.2249336242676,5.37820339202881,144.636947631836,0.657647311687469,0,0,44,0,0
0,100.825,3.975,72571,27.0869007110596,1999.54760742188,29.9213752746582,0.988673985004425,77.12060546875,0.955248653888702,0,0,5,0,0
0,102.625,3.975,72607,25.9052619934082,2415.46655273438,30.2540607452393,0.308086276054382,27.1627769470215,0,0,0,93,0,0
0,102.975,3.975,72614,25.1922817230225,3005.88891601562,39.0443267822266,0.270820468664169,9.42990493774414,0.304138123989105,0,0,95,0,0
0,103.075,3.975,72616,26.2189064025879,3134.55249023438,42.7386016845703,0.366564601659775,9.43076324462891,0.403112888336182,0,0,47,0,0
0,103.425,3.975,72623,26.793155670166,2996.85620117188,64.6624603271484,12.1189470291138,242.656478881836,0.751664817333221,64,0,0,0,0
0,100.725,3.925,72756,26.9316215515137,1892.62854003906,30.4058704376221,1.46287524700165,103.182548522949,1,4,0,1,0,0
0,100.875,3.925,72759,27.1680355072021,2067,29.3233757019043,1.61858367919922,86.8587036132812,0.955248653888702,0,0,7,0,0
0,101.675,3.925,72775,22.2870178222656,2798.83154296875,28.9716567993164,0.325092285871506,22.3204746246338,0.180277571082115,0,0,100,0,0
0,101.875,3.925,72779,26.2101135253906,2369.85717773438,27.4755954742432,0.969313621520996,66.794189453125,0,0,0,39,0,0
0,102.375,3.925,72789,26.3934459686279,2201.75,28.2691841125488,5.51942157745361,93.5510406494141,0.0500000007450581,0,0,9,0,0
